subset,metric,n_tasks,n_tn_pairs,n_nn_pairs,raw_c2_c1_difference,nn_signed_difference,nn_adjusted_difference,ci_low,ci_high,p,q,loto_min,loto_max,coverage_tn,coverage_nn,interpretation
SAME_REWARD,pre_confirmation_actions,36,482,994,-0.09329351204351209,-0.1720321931589537,0.06413817663817659,-0.5066090564528065,0.6264273111148108,0.8256174382561744,0.9649168416491685,-0.05212454212454215,0.17835164835164832,482,994,count/exposure metric
SAME_REWARD,post_completion_calls,36,482,994,0.001851851851851852,0.001006036217303823,0.0006944444444444445,-0.003472222222222222,0.005555555555555556,1.0,1.0,-0.0011904761904761904,0.0019047619047619048,482,994,count/exposure metric
SAME_REWARD,retry_calls,36,482,994,0.15744486994486995,-0.029175050301810865,0.18968392718392715,-0.11928958772708774,0.4927244283494283,0.2435756424357564,0.4731971247319713,0.1301684030255459,0.2484368012939441,482,994,count/exposure metric
SAME_REWARD,tokens_input,36,482,994,1984.35608951234,1127.8108651911468,872.3441884504388,-7796.343668813825,9139.99358145326,0.8558144185581442,0.9649168416491685,-688.4726442605015,3467.4740224061657,482,994,token/latency direct trace coverage
SAME_REWARD,tokens_output,36,482,994,119.46633436008437,-5.681086519114688,125.97833254708254,-23.164611568986555,270.95355515433636,0.09909009099090091,0.2642402426424024,101.41961823890394,158.50914204842775,482,994,token/latency direct trace coverage
SAME_REWARD,tokens_total,36,482,994,2103.8224238724247,1122.1297786720322,998.3225209975205,-8206.377254967254,9268.109008676503,0.8309169083091691,0.9649168416491685,-569.585773274345,3616.4193549307824,482,994,token/latency direct trace coverage
SAME_REWARD,duration_seconds,36,482,994,4.176780066644351,-0.31937729995566566,4.598171803138778,-0.616312221408538,9.486716914185624,0.08869113088691132,0.2642402426424024,3.7593928974805637,5.861720821694257,482,994,token/latency direct trace coverage
SAME_FINAL_STATE,tool_count,36,334,754,0.5874218374218374,-0.29310344827586204,0.8580588933263699,0.2826855071661391,1.5275756497674122,0.006199380061993801,0.09919008099190081,0.6749558140880757,0.9514060305382919,334,754,count/exposure metric
SAME_FINAL_STATE,unique_tools,36,334,754,0.08763859597192931,-0.034482758620689655,0.1153361975399486,-0.0667418366982785,0.2965647871939165,0.2248775122487751,0.46095390460953906,0.08053627937442334,0.15350968278260935,334,754,count/exposure metric
SAME_FINAL_STATE,duplicate_calls,36,334,754,-0.025918988418988417,-0.07957559681697612,0.022585068226585705,-0.11019291328008295,0.17107352486561778,0.7843215678432157,1.0,-0.029014542068981224,0.051252333912180474,334,754,count/exposure metric
SAME_FINAL_STATE,retrieval_calls,36,334,754,0.48964345839345846,-0.13527851458885942,0.6342301065500128,0.0861743355551966,1.2566366629003831,0.0395960403959604,0.23304336233043363,0.4628271572133465,0.7274758418620312,334,754,count/exposure metric
SAME_FINAL_STATE,verification_calls,36,334,754,-0.00540986790986791,0.001326259946949602,-0.002533808783808782,-0.041978074009324004,0.034124775687275684,0.8857114288571143,1.0,-0.009749060463346178,0.007192331478045766,334,754,count/exposure metric
SAME_FINAL_STATE,confirmation_calls,36,334,754,0.5228006561339895,0.03050397877984085,0.5117739517515733,0.022583728907258332,1.0606873096946625,0.061993800619938005,0.24797520247975202,0.3545473251629627,0.6263960646587611,334,754,count/exposure metric
SAME_FINAL_STATE,write_calls,36,334,754,-0.01053267719934387,-0.015915119363395226,0.00840101710199749,-0.05616178041729513,0.0666820763205567,0.8063193680631937,1.0,-0.005644668123659724,0.02952016704117545,334,754,count/exposure metric
SAME_FINAL_STATE,executed_writes,36,334,754,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,334,754,count/exposure metric
SAME_FINAL_STATE,distinct_entities,36,334,754,0.2949154240820908,-0.09151193633952255,0.3953755387046095,0.031323960561359325,0.7796992930619314,0.043695630436956304,0.23304336233043363,0.28191007790569356,0.4872913632869789,334,754,count/exposure metric
SAME_FINAL_STATE,pre_confirmation_actions,36,334,754,0.10212503545836878,-0.22679045092838196,0.247352024179603,-0.13114669420322664,0.6436412059531199,0.23047695230476953,0.46095390460953906,0.14013351058473453,0.31470179943873766,334,754,count/exposure metric
SAME_FINAL_STATE,post_completion_calls,36,334,754,0.001851851851851852,0.001326259946949602,0.0005892255892255892,-0.0037878787878787876,0.005555555555555556,1.0,1.0,-0.0012987012987012987,0.0019047619047619048,334,754,count/exposure metric
SAME_FINAL_STATE,retry_calls,36,334,754,-0.02456648289981624,-0.09283819628647215,0.025394685987183876,-0.20233625425441285,0.26094279659137387,0.8414158584141586,1.0,-0.03881481649110438,0.07305902395416462,334,754,count/exposure metric
SAME_FINAL_STATE,tokens_input,36,334,754,2328.0191226212064,-836.893899204244,1552.0122109094145,-11136.53671278216,11987.806791412422,0.8275172482751725,1.0,-679.6811376864508,6182.271743466009,334,754,token/latency direct trace coverage
SAME_FINAL_STATE,tokens_output,36,334,754,115.53002491335825,-7.2851458885941645,116.5472296890615,-26.594462793440567,265.1002637678925,0.13638636136386362,0.43643635636436356,85.72286482303471,137.19619815636804,334,754,token/latency direct trace coverage
SAME_FINAL_STATE,tokens_total,36,334,754,2443.5491475345643,-844.1790450928382,1668.5594405984743,-10846.056866347388,12109.767931129802,0.8029197080291971,1.0,-579.7506258045942,6317.967261350267,334,754,token/latency direct trace coverage
SAME_FINAL_STATE,duration_seconds,36,334,754,3.509068282389592,-1.173658945096227,4.156796485150258,-1.4357793807299117,9.586362047006071,0.16398360163983602,0.43728960437289605,2.9479271855855034,5.722443254230925,334,754,token/latency direct trace coverage
