model,domain,task_id,task_cluster,task_family,n_c1,n_c2,c1_modal_path,c2_modal_path,modal_path_changed,c1_modal_probability,c2_modal_probability,c1_neutral_modal_adherence,c2_neutral_modal_adherence,c2_own_modal_adherence,c1_unique_paths,c2_unique_paths,c1_entropy,c2_entropy,c1_dispersion,c2_dispersion,new_path_emergence_rate,transition_js_divergence,smoothing_epsilon
gemma4_31b,airline,39,airline:39,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",False,1.0,0.8,1.0,0.8,0.8,1,2,-0.0,0.31091750708257115,0.0,0.08,0.2,0.01910874594285633,1e-06
gemma4_31b,airline,4,airline:4,read,5,5,"[""get_reservation_details"",""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]","[""get_reservation_details"",""get_user_details""]",True,0.8,0.8,0.8,0.2,0.8,2,2,0.31091750708257115,0.31091750708257115,0.3,0.3,0.0,0.04750537824888018,1e-06
gemma4_31b,airline,41,airline:41,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.8,1.0,0.8,0.0,1.0,2,1,0.31091750708257115,-0.0,0.04444444444444444,0.0,0.0,0.018009589415606115,1e-06
gemma4_31b,airline,42,airline:42,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",True,0.6,0.8,0.6,0.0,0.8,3,2,0.5904362833084089,0.31091750708257115,0.18857142857142856,0.13333333333333333,0.8,0.015202196284044903,1e-06
gemma4_31b,airline,43,airline:43,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",False,0.8,0.8,0.8,0.8,0.8,2,2,0.31091750708257115,0.31091750708257115,0.05,0.2,0.2,0.008814832318765451,1e-06
gemma4_31b,airline,44,airline:44,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""transfer_to_human_agents""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""get_flight_status""]",True,0.6,0.6,0.6,0.4,0.6,3,2,0.5904362833084089,0.4181656600790517,0.04154411764705882,0.03529411764705882,0.0,0.002209275186626843,1e-06
gemma4_31b,airline,7,airline:7,compound,5,5,"[""get_reservation_details"",""get_reservation_details"",""get_user_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""update_reservation_flights"",""cancel_reservation"",""cancel_reservation"",""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""calculate""]","[""get_reservation_details"",""get_reservation_details"",""get_user_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""calculate"",""update_reservation_flights"",""cancel_reservation"",""cancel_reservation"",""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""calculate""]",True,0.8,1.0,0.8,0.0,1.0,2,1,0.31091750708257115,-0.0,0.047058823529411764,0.0,1.0,0.08514034750310605,1e-06
gemma4_31b,airline,8,airline:8,single,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight"",""calculate""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight""]",True,1.0,1.0,1.0,0.0,1.0,1,1,-0.0,-0.0,0.0,0.0,1.0,0.05226022527082846,1e-06
gemma4_31b,retail,10,retail:10,read,5,5,"[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]",False,1.0,1.0,1.0,1.0,1.0,1,1,-0.0,-0.0,0.0,0.0,0.0,0.0,1e-06
gemma4_31b,retail,12,retail:12,read,5,5,"[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""transfer_to_human_agents""]","[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""transfer_to_human_agents""]",False,1.0,1.0,1.0,1.0,1.0,1,1,-0.0,-0.0,0.0,0.0,0.0,0.0,1e-06
gemma4_31b,retail,2,retail:2,single,5,5,"[""list_all_product_types"",""get_product_details"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items""]","[""find_user_id_by_name_zip"",""list_all_product_types"",""get_product_details"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items""]",True,0.8,0.8,0.8,0.0,0.8,2,2,0.31091750708257115,0.31091750708257115,0.08,0.04,0.2,0.09580064979433418,1e-06
gemma4_31b,retail,20,retail:20,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_order_details"",""get_product_details"",""modify_pending_order_items"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_product_details"",""get_product_details"",""calculate"",""modify_pending_order_items""]",True,0.8,1.0,0.8,0.0,1.0,2,1,0.31091750708257115,-0.0,0.2,0.0,1.0,0.19460867327608133,1e-06
gemma4_31b,retail,21,retail:21,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_item_details"",""get_item_details"",""get_product_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_item_details"",""transfer_to_human_agents""]",True,0.4,0.6,0.4,0.0,0.6,4,3,0.8277293767706428,0.5904362833084089,0.3441269841269841,0.26499999999999996,1.0,0.08529560510271908,1e-06
gemma4_31b,retail,23,retail:23,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_product_details"",""exchange_delivered_order_items"",""exchange_delivered_order_items"",""modify_pending_order_items""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details"",""get_product_details"",""get_product_details"",""exchange_delivered_order_items"",""exchange_delivered_order_items"",""modify_pending_order_items""]",False,1.0,1.0,1.0,1.0,1.0,1,1,-0.0,-0.0,0.0,0.0,0.0,0.0,1e-06
gemma4_31b,retail,25,retail:25,read,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,0.6,1.0,0.6,0.0,1.0,2,1,0.4181656600790517,-0.0,0.0857142857142857,0.0,0.0,0.038649572265291435,1e-06
gemma4_31b,retail,26,retail:26,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",True,1.0,1.0,1.0,0.0,1.0,1,1,-0.0,-0.0,0.0,0.0,1.0,0.2743576349664004,1e-06
gemma4_31b,retail,3,retail:3,single,5,5,"[""list_all_product_types"",""get_product_details"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""list_all_product_types"",""get_product_details"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""modify_pending_order_items""]",True,0.8,1.0,0.8,0.0,1.0,2,1,0.31091750708257115,-0.0,0.04,0.0,0.0,0.016032699959959512,1e-06
gemma4_31b,retail,30,retail:30,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_item_details"",""get_product_details"",""return_delivered_order_items"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_item_details"",""get_product_details"",""return_delivered_order_items"",""get_order_details"",""cancel_pending_order"",""get_order_details"",""return_delivered_order_items""]",True,0.8,1.0,0.8,0.0,1.0,2,1,0.31091750708257115,-0.0,0.11428571428571428,0.0,1.0,0.10444328263691627,1e-06
gemma4_31b,retail,31,retail:31,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""cancel_pending_order""]",True,1.0,0.8,1.0,0.0,0.8,1,2,-0.0,0.31091750708257115,0.0,0.08888888888888888,1.0,0.12124293048320976,1e-06
gemma4_31b,retail,32,retail:32,compound,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""return_delivered_order_items"",""get_user_details"",""get_order_details"",""cancel_pending_order"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""return_delivered_order_items""]",True,1.0,1.0,1.0,0.0,1.0,1,1,-0.0,-0.0,0.0,0.0,1.0,0.20291140242225347,1e-06
gemma4_31b,retail,49,retail:49,single,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_product_details""]",False,1.0,1.0,1.0,1.0,1.0,1,1,-0.0,-0.0,0.0,0.0,0.0,0.0,1e-06
gemma4_31b,retail,54,retail:54,compound,5,5,"[""find_user_id_by_name_zip"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""cancel_pending_order"",""get_product_details""]","[""find_user_id_by_name_zip"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""cancel_pending_order"",""cancel_pending_order"",""get_order_details"",""get_product_details""]",True,0.8,0.8,0.8,0.0,0.8,2,2,0.31091750708257115,0.31091750708257115,0.05714285714285714,0.02857142857142857,0.8,0.0588687872698406,1e-06
gemma4_31b,retail,55,retail:55,compound,5,5,"[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]","[""find_user_id_by_email"",""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details"",""get_order_details""]",False,0.8,1.0,0.8,1.0,1.0,2,1,0.31091750708257115,-0.0,0.12307692307692308,0.0,0.0,0.03258867440726443,1e-06
gemma4_31b,retail,62,retail:62,read,5,5,"[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""get_order_details"",""list_all_product_types"",""get_product_details""]","[""find_user_id_by_name_zip"",""get_user_details"",""get_order_details"",""get_order_details"",""list_all_product_types"",""get_product_details"",""get_order_details""]",True,0.6,1.0,0.6,0.0,1.0,2,1,0.4181656600790517,-0.0,0.075,0.0,1.0,0.02389277555618458,1e-06
gemma4_31b,retail,67,retail:67,read,5,5,"[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""transfer_to_human_agents""]","[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""find_user_id_by_name_zip""]",True,1.0,0.8,1.0,0.2,0.8,1,2,-0.0,0.31091750708257115,0.0,0.1,0.8,0.04617842802465266,1e-06
gemma4_31b,retail,68,retail:68,read,5,5,"[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]","[""find_user_id_by_name_zip"",""find_user_id_by_name_zip"",""get_user_details"",""get_order_details""]",False,1.0,1.0,1.0,1.0,1.0,1,1,-0.0,-0.0,0.0,0.0,0.0,0.0,1e-06
gpt_oss_120b,airline,12,airline:12,single,5,5,"[""get_reservation_details"",""search_direct_flight"",""get_flight_status"",""search_direct_flight"",""update_reservation_flights"",""update_reservation_baggages""]","[""get_reservation_details"",""search_direct_flight"",""search_direct_flight""]",True,0.4,0.4,0.4,0.0,0.4,3,4,0.6554587535412857,0.8277293767706428,0.24666666666666665,0.5333333333333333,1.0,0.4586265229873295,1e-06
gpt_oss_120b,airline,17,airline:17,compound,5,5,"[""get_user_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",True,0.6,0.8,0.6,0.0,0.8,3,2,0.5904362833084089,0.31091750708257115,0.41999999999999993,0.17142857142857143,1.0,0.18768880499741056,1e-06
gpt_oss_120b,airline,18,airline:18,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_flight_status"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""update_reservation_flights"",""update_reservation_flights"",""update_reservation_flights"",""update_reservation_flights""]","[""get_user_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""update_reservation_flights"",""get_reservation_details"",""search_direct_flight"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.5423913043478261,0.3968421052631579,1.0,0.1078209600954061,1e-06
gpt_oss_120b,airline,2,airline:2,read,5,5,"[""get_user_details"",""search_direct_flight"",""search_onestop_flight"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""transfer_to_human_agents""]","[""get_user_details"",""search_direct_flight"",""search_onestop_flight"",""get_reservation_details"",""get_flight_status"",""get_flight_status"",""get_flight_status"",""transfer_to_human_agents""]",True,0.4,0.4,0.4,0.0,0.4,4,4,0.8277293767706428,0.8277293767706428,0.4478174603174603,0.1909090909090909,1.0,0.16617107032391779,1e-06
gpt_oss_120b,airline,22,airline:22,compound,5,5,"[""get_user_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details""]",False,0.4,0.6,0.4,0.6,0.6,4,2,0.8277293767706428,0.4181656600790517,0.39166666666666666,0.2,0.0,0.17143894214683766,1e-06
gpt_oss_120b,airline,23,airline:23,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""search_onestop_flight"",""cancel_reservation"",""book_reservation"",""book_reservation""]","[""get_user_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.4419047619047619,0.5027922077922077,1.0,0.1693137412339954,1e-06
gpt_oss_120b,airline,30,airline:30,single,5,5,"[""get_reservation_details"",""search_direct_flight""]","[""get_reservation_details"",""search_direct_flight""]",False,0.4,0.8,0.4,0.8,0.8,4,2,0.8277293767706428,0.31091750708257115,0.41666666666666663,0.13333333333333333,0.2,0.19145068111671665,1e-06
gpt_oss_120b,airline,32,airline:32,compound,5,5,"[""get_user_details"",""get_reservation_details"",""transfer_to_human_agents""]","[""get_user_details"",""get_reservation_details"",""transfer_to_human_agents""]",False,0.6,0.8,0.6,0.8,0.8,3,2,0.5904362833084089,0.31091750708257115,0.375,0.24,0.2,0.1951895651695518,1e-06
gpt_oss_120b,airline,33,airline:33,compound,5,5,"[""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""update_reservation_flights"",""get_user_details""]","[""get_reservation_details"",""search_direct_flight"",""search_direct_flight"",""update_reservation_flights"",""get_user_details"",""update_reservation_baggages""]",True,0.4,0.6,0.4,0.2,0.6,4,3,0.8277293767706428,0.5904362833084089,0.1976190476190476,0.24,0.2,0.07401935246750588,1e-06
gpt_oss_120b,airline,37,airline:37,single,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight""]","[""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""search_direct_flight"",""search_direct_flight""]",True,0.2,1.0,0.2,0.0,1.0,5,1,1.0000000000000002,-0.0,0.3976190476190476,0.0,1.0,0.12196679650859918,1e-06
gpt_oss_120b,airline,39,airline:39,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details""]",True,0.2,0.6,0.2,0.2,0.6,5,3,1.0000000000000002,0.5904362833084089,0.25813492063492066,0.19740259740259739,0.2,0.038675809104296334,1e-06
gpt_oss_120b,airline,4,airline:4,read,5,5,"[""get_reservation_details"",""get_user_details"",""transfer_to_human_agents""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.8,0.4,0.8,0.0,0.4,2,4,0.31091750708257115,0.8277293767706428,0.2857142857142857,0.16428571428571426,0.6,0.2586016004008147,1e-06
gpt_oss_120b,airline,41,airline:41,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.4,1.0,0.4,0.0,1.0,4,1,0.8277293767706428,-0.0,0.1388888888888889,0.0,0.0,0.0012264278017691179,1e-06
gpt_oss_120b,airline,42,airline:42,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""cancel_reservation""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.6,0.6,0.6,0.0,0.6,3,2,0.5904362833084089,0.4181656600790517,0.21666666666666665,0.06666666666666667,1.0,0.09700470510579438,1e-06
gpt_oss_120b,airline,43,airline:43,read,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]","[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.8,1.0,0.8,0.0,1.0,2,1,0.31091750708257115,-0.0,0.05714285714285714,0.0,0.0,0.0014294884597204262,1e-06
gpt_oss_120b,airline,44,airline:44,compound,5,5,"[""get_user_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_reservation_details"",""get_flight_status"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight"",""search_direct_flight""]","[""get_user_details"",""get_reservation_details"",""transfer_to_human_agents""]",True,0.2,0.2,0.2,0.0,0.2,5,5,1.0000000000000002,1.0000000000000002,0.534102564102564,0.5376984126984127,0.6,0.0914630988446513,1e-06
gpt_oss_120b,airline,7,airline:7,compound,5,5,"[""get_reservation_details"",""transfer_to_human_agents""]","[""get_reservation_details"",""get_user_details"",""get_reservation_details"",""cancel_reservation"",""transfer_to_human_agents""]",True,0.6,0.2,0.6,0.2,0.2,3,5,0.5904362833084089,1.0000000000000002,0.5542857142857143,0.6314285714285715,0.8,0.3022281450426263,1e-06
gpt_oss_120b,airline,8,airline:8,single,5,5,"[""get_user_details"",""search_direct_flight""]",[],True,1.0,0.6,1.0,0.4,0.6,1,2,-0.0,0.4181656600790517,0.0,0.6,0.6,0.0,1e-06
gpt_oss_120b,retail,10,retail:10,read,5,5,"[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]","[""find_user_id_by_email"",""get_user_details"",""get_order_details"",""get_order_details"",""transfer_to_human_agents""]",False,1.0,0.8,1.0,0.8,0.8,1,2,-0.0,0.31091750708257115,0.0,0.06666666666666667,0.2,0.035241224013418115,1e-06
