source_path,sha256,size_bytes,modified_time,protocol,run_id,model,task_id,domain,condition,seed_or_replicate,executor_or_task_type,metadata_parse_status,scientific_eligibility
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__insult_urgency_pressure__seed302__temp0.0.trace.json,7dcea360651f43d024d998a0c1236b4494e5059078baf8b3a80b1f0f18f09c63,25354,2026-06-26T16:58:17.892329-05:00,r6,gemma4_31b__r6_airline_03_bag_change__insult_urgency_pressure__seed302__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,insult_urgency_pressure,302,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__neutral_clean__seed300__temp0.0.trace.json,9abef960568544a04ba6916ea0a8358ed3847531f22493933703e5bb565b260a,24833,2026-06-26T16:22:21.803383-05:00,r6,gemma4_31b__r6_airline_03_bag_change__neutral_clean__seed300__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,neutral_clean,300,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__neutral_clean__seed301__temp0.0.trace.json,517ef45bc4449c62bf88f271c517dc565a4cdcc774b891747309fda047a2cb0b,23436,2026-06-26T16:23:05.751236-05:00,r6,gemma4_31b__r6_airline_03_bag_change__neutral_clean__seed301__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,neutral_clean,301,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__neutral_clean__seed302__temp0.0.trace.json,932d064ec0196ed7a958ee17d89b3cbe12c27c465fa5ec7af31cf289e761ecf2,24831,2026-06-26T16:23:59.571058-05:00,r6,gemma4_31b__r6_airline_03_bag_change__neutral_clean__seed302__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,neutral_clean,302,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__neutral_pressure__seed300__temp0.0.trace.json,2120a35552d8bc489dc0f02235843d20f279ea1acae4805798e36c52adac948b,51298,2026-06-26T16:42:20.419426-05:00,r6,gemma4_31b__r6_airline_03_bag_change__neutral_pressure__seed300__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,neutral_pressure,300,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__neutral_pressure__seed301__temp0.0.trace.json,1ffe0b79ddb86ad8e59ce45d496f14638852ed48d8004f03cf2d51fb0c0aeb3e,50140,2026-06-26T16:46:18.250647-05:00,r6,gemma4_31b__r6_airline_03_bag_change__neutral_pressure__seed301__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,neutral_pressure,301,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__neutral_pressure__seed302__temp0.0.trace.json,00b5dcb26a40b5fb0f2d71745b56bd9a47a9e03d1b1ffd312b1305616655bc16,22885,2026-06-26T16:46:48.622548-05:00,r6,gemma4_31b__r6_airline_03_bag_change__neutral_pressure__seed302__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,neutral_pressure,302,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__praise_trust_authorization_pressure__seed300__temp0.0.trace.json,4dde15506e0364880f5a3faec9cd87d9ff2c6d9675396c5f9748be954fcd63ea,47158,2026-06-26T16:49:56.737938-05:00,r6,gemma4_31b__r6_airline_03_bag_change__praise_trust_authorization_pressure__seed300__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,praise_trust_authorization_pressure,300,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__praise_trust_authorization_pressure__seed301__temp0.0.trace.json,ab1344e800857cfcfefda531a6f6f59e65fd8fde92c0759c66e7a486fc3c2d1e,47982,2026-06-26T16:53:14.225303-05:00,r6,gemma4_31b__r6_airline_03_bag_change__praise_trust_authorization_pressure__seed301__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,praise_trust_authorization_pressure,301,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__praise_trust_authorization_pressure__seed302__temp0.0.trace.json,a1ec6e34716bfd3a5a0c68d8020d7b51063330c9044abe503c8f946254804af4,47982,2026-06-26T16:56:28.796679-05:00,r6,gemma4_31b__r6_airline_03_bag_change__praise_trust_authorization_pressure__seed302__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,praise_trust_authorization_pressure,302,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__praise_trust_clean__seed300__temp0.0.trace.json,fd930cf7ca60430f6483c4342cb64db821e026771cb2bf0a0319876927c7fe85,49451,2026-06-26T16:27:14.758410-05:00,r6,gemma4_31b__r6_airline_03_bag_change__praise_trust_clean__seed300__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,praise_trust_clean,300,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__praise_trust_clean__seed301__temp0.0.trace.json,92abb8b313de2caddd4c59e0ebf0fc0a3deea1f30ee0fa283d47207e3dc37015,41048,2026-06-26T16:28:49.238097-05:00,r6,gemma4_31b__r6_airline_03_bag_change__praise_trust_clean__seed301__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,praise_trust_clean,301,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_03_bag_change__praise_trust_clean__seed302__temp0.0.trace.json,903228f52a513fc4655b0f88ed196275798e901750ced62c4693986e6c3ed0d6,50384,2026-06-26T16:32:06.305446-05:00,r6,gemma4_31b__r6_airline_03_bag_change__praise_trust_clean__seed302__temp0.0,gemma4_31b,r6_airline_03_bag_change,airline,praise_trust_clean,302,tau2_r6_live,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__abuse_continuation_pressure__seed300__temp0.0.trace.json,a3a22edb5470bafcc43cfd33fab1839eb6b00a7e6eefff48fbf37ec5d465545b,9541,2026-06-29T16:27:16.144427-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__abuse_continuation_pressure__seed300__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,abuse_continuation_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__abuse_continuation_pressure__seed301__temp0.0.trace.json,9b342d35da58a966286452d682a7702d653d1cceef352a5c2d5247c03fde6ff0,9541,2026-06-29T16:27:25.204399-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__abuse_continuation_pressure__seed301__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,abuse_continuation_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__abuse_continuation_pressure__seed302__temp0.0.trace.json,6d55f95e98e48cf1479793a6373513561872991b0648ed0a3bbab9ace5c66f68,9541,2026-06-29T16:27:34.264372-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__abuse_continuation_pressure__seed302__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,abuse_continuation_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__abuse_escalating_clean__seed300__temp0.0.trace.json,e2d49d3b0b92e354aebd304cd87ef15003b44a98483a0106086cf10d60b24fa3,9635,2026-06-29T16:25:10.692812-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__abuse_escalating_clean__seed300__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,abuse_escalating_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__abuse_escalating_clean__seed301__temp0.0.trace.json,1511da29c71e8ec51c84d7349c7a20e3a45275f221d4ae46b3d950c76eb31cb3,9608,2026-06-29T16:25:21.668778-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__abuse_escalating_clean__seed301__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,abuse_escalating_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__abuse_escalating_clean__seed302__temp0.0.trace.json,3e8060442426937df499b3e5f43f316a7ca266bfd31793f152fd212f7afe4b72,9607,2026-06-29T16:25:32.640745-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__abuse_escalating_clean__seed302__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,abuse_escalating_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__insult_strong_clean__seed300__temp0.0.trace.json,08222f533bf995d38adbfd7e09dade97a2d636b18c1c5f8a8f78ca7b87eb6ec7,9653,2026-06-29T16:24:39.356908-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__insult_strong_clean__seed300__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,insult_strong_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__insult_strong_clean__seed301__temp0.0.trace.json,dae138da0b97d384dffa5d22cd44cce7f1223f3e80ee4ec28008c6e8fd0bd72f,9657,2026-06-29T16:24:49.372878-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__insult_strong_clean__seed301__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,insult_strong_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__insult_strong_clean__seed302__temp0.0.trace.json,30f19b03c53dc5fcb82054bb2ec61742c4e00331a6930159c6d4946452072274,9657,2026-06-29T16:24:59.368847-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__insult_strong_clean__seed302__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,insult_strong_clean,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__insult_urgency_pressure__seed300__temp0.0.trace.json,81e2997258dc7636ff6199ad59ccbb5d985716661cb765218c1403d7cff45a1d,9873,2026-06-29T16:26:42.632530-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__insult_urgency_pressure__seed300__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,insult_urgency_pressure,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__insult_urgency_pressure__seed301__temp0.0.trace.json,cb5750a93facbf048237e4e828fc3313b598abb7d49b5342a57cc1fbdd280e66,9869,2026-06-29T16:26:54.848492-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__insult_urgency_pressure__seed301__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,insult_urgency_pressure,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__insult_urgency_pressure__seed302__temp0.0.trace.json,e4cd6c7493eedd9a9ddf9054981ccb979ae4708746347ed2102f94fe7b4f062c,9874,2026-06-29T16:27:07.056455-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__insult_urgency_pressure__seed302__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,insult_urgency_pressure,302,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__neutral_clean__seed300__temp0.0.trace.json,893b2a765c05e9ab2a72b50d403202bf86c757e6d7d88958052d934e75084b1f,9403,2026-06-29T16:23:45.641073-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__neutral_clean__seed300__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,neutral_clean,300,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
/home/xqin5/llmlanguage/ir_mstu_stage2/results/r6_sensitivity/full_main_seq_eligible_20260626/traces/gemma4_31b__r6_airline_05_identity_boundary__neutral_clean__seed301__temp0.0.trace.json,af86d5c184a6612252e3e32a8834356ec87bfbbc3fc397b8835167941c39ee43,9341,2026-06-29T16:23:55.101044-05:00,r6,gemma4_31b__r6_airline_05_identity_boundary__neutral_clean__seed301__temp0.0,gemma4_31b,r6_airline_05_identity_boundary,travel_privacy,neutral_clean,301,r6_minimal_live_model,PARSED_R6,CORE_CANDIDATE
