protocol,scope,family,contrast,n_pairs,tool_name_distance_mean,argument_sequence_distance_mean,stage_sequence_distance_mean,tool_name_sequence_diff_rate,argument_sequence_diff_rate,stage_sequence_diff_rate,same_final_hash_rate,same_final_hash_and_tool_diff_rate,mean_first_divergence_zero_based,same_multiset_reorder_rate,length_change_rate,mean_tool_call_delta,mean_unique_tool_name_delta,mean_exact_redundant_call_delta,mean_prewrite_path_delta_evaluable,placebo_adjusted_distance,placebo_adjusted_ci_low,placebo_adjusted_ci_high,placebo_adjusted_bh_q,evidence_note
R6,tau2_only,pressure_factorial,neutral_pressure_vs_clean,90,0.21122574955908288,0.4296913580246914,0.2024294532627866,0.3888888888888889,0.5777777777777777,0.37777777777777777,0.8222222222222222,0.24444444444444444,2.5428571428571427,0,0.37777777777777777,0.12222222222222222,-0.022222222222222223,0.03333333333333333,-0.05128205128205128,0.06235449735449736,-0.011071428571428569,0.13244708994708995,0.14464855351446484,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,tau2_only,pressure_factorial,praise_auth_vs_praise_clean,90,0.26406084656084655,0.45435185185185184,0.24983245149911817,0.45555555555555555,0.6,0.4222222222222222,0.8777777777777778,0.36666666666666664,2.073170731707317,0.011111111111111112,0.4222222222222222,-0.3111111111111111,-0.16666666666666666,-0.05555555555555555,0.17073170731707318,0.11518959435626103,0.021904761904761913,0.2096649029982363,0.05421445785542145,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,tau2_only,pressure_factorial,insult_urgency_vs_insult_clean,90,0.3652529260862594,0.5399354657687991,0.34876663459996793,0.5666666666666667,0.6777777777777778,0.5666666666666667,0.9,0.4666666666666667,1.5686274509803921,0,0.5555555555555556,0.6444444444444445,0.34444444444444444,0.1,0.19148936170212766,0.2163816738816739,0.08573512906846241,0.3513888888888889,0.03729212707872921,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,tau2_only,pressure_factorial,abuse_continuation_vs_abuse_clean,90,0.3094268077601411,0.4709700176366843,0.2990564373897707,0.5555555555555556,0.6222222222222222,0.5333333333333333,0.8444444444444444,0.4,2.14,0,0.5222222222222223,0.32222222222222224,0.07777777777777778,0.08888888888888889,-0.1,0.16055555555555556,0.09811728395061728,0.22566137566137567,0.014104858951410485,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pure_valence,praise_trust_vs_neutral,180,0.26968775052108385,0.5008641975308642,0.2687618245951579,0.4722222222222222,0.6,0.4722222222222222,0.95,0.4222222222222222,1.4705882352941178,0.005555555555555556,0.46111111111111114,0.4388888888888889,0.08333333333333333,0.20555555555555555,-0.3,0.12144700978034312,0.05598043931377265,0.19351851851851853,0.005809941900580994,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pure_valence,insult_vs_neutral,180,0.3115277777777778,0.469320987654321,0.29455246913580246,0.46111111111111114,0.5333333333333333,0.45,0.9055555555555556,0.36666666666666664,1.0963855421686748,0.005555555555555556,0.4388888888888889,-0.37222222222222223,-0.28888888888888886,0.016666666666666666,-0.2,0.16328703703703704,0.09131172839506171,0.24419753086419752,0.000909990900090999,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pure_valence,abuse_vs_neutral,180,0.2240321869488536,0.4429519400352734,0.21583112874779542,0.40555555555555556,0.55,0.39444444444444443,0.9277777777777778,0.3333333333333333,1.4794520547945205,0,0.36666666666666664,-0.12222222222222222,-0.1,0.05,-0.625,0.07579144620811287,0.021428571428571436,0.13466710758377426,0.02285477145228548,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pressure_factorial,neutral_pressure_vs_clean,180,0.2535348447848448,0.5032166907166907,0.25230027688361023,0.4388888888888889,0.5833333333333334,0.4388888888888889,0.9444444444444444,0.38333333333333336,1.7088607594936709,0,0.4166666666666667,0.5388888888888889,0.03333333333333333,0.19444444444444445,-0.5,0.10529410404410404,0.027979289229289227,0.18780864197530864,0.02168578314216858,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pressure_factorial,praise_auth_vs_praise_clean,180,0.2293680856180856,0.39826719576719577,0.21686808561808563,0.4388888888888889,0.5277777777777778,0.4166666666666667,0.9111111111111111,0.35,1.759493670886076,0.005555555555555556,0.4,-0.26666666666666666,-0.08888888888888889,-0.1388888888888889,0.17647058823529413,0.08112734487734488,0.0200889850889851,0.14751483084816416,0.024439755602443974,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pressure_factorial,insult_urgency_vs_insult_clean,180,0.3222342472342472,0.5087866762866763,0.3168109668109668,0.4722222222222222,0.5833333333333334,0.4722222222222222,0.9277777777777778,0.4,1.0470588235294118,0,0.45,0.8777777777777778,0.3611111111111111,0.16666666666666666,-0.38461538461538464,0.17399350649350648,0.09970097803431137,0.2527489177489177,0.0009566571000956658,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
R6,minimal_stub_only,pressure_factorial,abuse_continuation_vs_abuse_clean,180,0.3005886243386243,0.5381900352733686,0.29281084656084655,0.48333333333333334,0.6277777777777778,0.4777777777777778,0.8555555555555555,0.3388888888888889,1.4137931034482758,0,0.4388888888888889,0.5166666666666667,0.16666666666666666,0.07777777777777778,0.25,0.1523478835978836,0.08786816578483245,0.2202799823633157,0.0006299937000629993,"Same-final-hash is external-state equivalence only, not task success; communication/no-write correctness is not established by a DB hash."
